f,m,word,label
-6.029261864045454,2.40242762650684,'s,
8.015443807427278,8.61900945596286,???,
3.946090343013764,-4.803445717521743,able,
-5.587759867715201,-1.5275924676994594,absence,
4.5898575653411315,5.665842491586872,accepted,
-0.575034372198145,1.478500170770571,account,
-4.097732685360828,-2.3602579101340595,acted,
3.412780681872665,3.2259861323670633,added,
-4.928556375511827,-5.06435583591254,addressed,
-2.4850726978345343,2.5736012406404982,admired,
-1.0196375098251451,-4.188971708859413,admitted,
-4.663457571572739,-5.146229531883429,advanced,
-4.3252239930811305,-3.7083844618085338,advice,
6.5912118923793805,6.275127388427766,afraid,
5.233947220357196,5.76797883682292,age,
-4.943483119308253,-5.513987525779778,agreed,
-5.382727774318293,-5.592500439934035,ai,
-4.922458729430445,-6.908282049554299,alive,
4.3035303779683,4.267007668754963,allowed,
-4.059903991500016,-2.7617513369615945,anger,
-1.0213140085053618,5.6581436324466825,angry,
-3.0503612703683873,-3.448166503288527,announced,
3.661686422258863,6.43115330960613,answer,
3.9467374771603927,7.281415265693366,answered,
2.384596390835758,3.052210811661805,anxious,
6.153395017981412,7.462486045230556,apartment,
-3.7742208664441024,4.151754637267794,appear,
3.6174499400331452,4.217371228637238,appearance,
-4.982626867011899,6.2624956314084645,appeared,appeared
-5.4281832449971095,-6.390528542957089,approached,
-3.439255362716502,-1.3296108964356816,are,
-7.762817665955221,-6.729849843944014,arm,
2.0424618136290933,7.636887346598981,arms,
4.306984928715797,3.118142233589315,arose,
2.290160414770226,2.7307679961754587,arranged,
-4.495619634833546,-4.432778366929614,arrival,
-6.177918143058513,-5.7741415702596095,arrived,
-0.3893483893159924,5.152414327641917,ask,
-5.302202351534672,7.005867754257875,asked,asked
1.3598304262418508,5.8022267060790265,asks,
0.5690879312651652,-3.876696343655467,assumed,
-3.641516908150993,-3.995509071481879,assured,
-3.441766825217992,-5.424882977549385,ate,
0.1085389300538466,-4.0715206665886585,attempted,
2.258522001406459,-3.8065171513137264,attention,
-0.02721639300270533,5.579577208533982,attitude,
8.876011063149505,9.0947764143212,aunt,aunt
3.1019992950596067,1.985240419449502,avoided,
5.343167238535365,0.4312504030598285,aware,
4.916642890319384,-3.376953244030123,awoke,
8.07669781215436,8.580772860403668,baby,
7.472401105147464,7.3688455101930055,back,
7.644990358066644,7.323436575634079,bag,
-6.105712349418678,5.074798207722086,be,
6.347752472330052,6.665478431041051,bear,
-8.548781948923427,-9.043979968261036,beard,beard
-4.319122314909734,-5.576447498066501,beat,
8.890919572778643,9.834555012068996,beauty,
7.270893432881541,6.938609322114397,bed,
7.6588827861109525,8.217381191238918,bedroom,
-2.858758685738919,4.4036271478234035,been,
5.373390865028728,-1.467717947413862,began,
5.1498726592388,6.569119169411545,begged,
3.8463536883983998,0.4965405419999173,beginning,
3.1561468444636707,3.682505208043817,begun,
-2.609802869531201,4.417306476829303,behaviour,
3.6471498110726643,2.4222799574009843,believe,
2.01864239070742,2.650457047604375,believed,
5.4811728417250904,3.3670147265618495,belly,
-6.396262881547642,-7.973022932306025,belt,
4.068818402430474,3.3628926311409857,best,
5.852602009608653,6.407302478942156,birthday,
5.234955503608473,6.301574867907132,bit,
2.5438797417831625,-5.553548659344512,blinked,
-5.156831404293159,-5.66181068451726,blood,
7.447153446012378,8.074296422113209,blushed,
6.576856692360085,7.6183712037019315,body,
3.6383428792932344,-0.9329453447935971,book,
-3.221120521534931,-5.43337120467238,books,
-7.058750973506178,-7.930108922120791,boots,
7.739666531406672,9.148942187950812,bosom,
-5.030109789604293,-5.425189009266108,bought,
-7.502564800524862,-7.169351261250036,bowed,
-7.9947651829877655,-7.520068588466644,boy,
1.0185551306201421,-7.035466272833945,brain,
6.829896190653165,8.276866151990381,breast,
9.115918339572517,10.339758495279195,breasts,breasts
5.472113574678373,4.519936147067095,breath,
5.605803882782602,5.286044427987101,breathed,
-2.108076529161956,5.1601590051049415,breathing,
-3.3235275482223514,-1.8071436059233736,bring,
-0.8226771685500738,4.0780189494857515,broke,
1.343017711664577,7.380250349131875,brother,
2.1844446352988798,3.938810797612853,brothers,
-6.347640871471392,-1.9920273468554128,brought,
-5.336427945109455,-5.229049742847309,brow,
-4.479109819567522,-0.372511378315318,brows,
4.9743927518657065,5.270484959382815,brushed,
5.91214956084907,6.689370486083049,burst,
-7.215936071270872,-7.3831441715729484,business,
2.7777963948322286,3.8545378508855874,busy,
-4.803796902270851,-0.06611645779499627,call,
-5.237175449025079,-3.02068881791342,called,
-4.362746076005502,-2.3978886299597293,calls,
-7.9709888556102175,6.048864513474029,came,came
-6.8299780520176325,-7.974499524624412,cap,
-7.44484597739092,-7.04386412280141,car,
4.839355501116506,5.712072324945499,care,
-0.875500808947767,5.342978618402521,cared,
-6.043485503926359,-6.764578473009008,career,
-4.9509299234937485,-5.795207099947043,carried,
-1.534939449213737,1.464786303481657,carrying,
-2.254314547528889,-5.103890238138307,case,
1.716272043740946,-0.31769578702109463,cast,
-4.17319481132652,-4.997718050492607,caught,
2.7088931670505483,4.073542590526857,ceased,
4.142514027013768,-1.928687377370007,certain,
-5.428491992758158,-6.664980992312382,chair,
1.253676474542434,3.9892547335800606,change,
3.9209842107830046,5.839493934644775,changed,
-3.22177122929018,1.4193955812756243,character,
-1.0755852064050435,-5.826976666519632,checked,
8.130305430935787,8.63846936035297,cheek,
9.121506537714179,9.381896313231616,cheeks,cheeks
-7.5291307678581045,-8.697652375148536,chest,
8.481185681053663,9.19267159915608,child,
6.540812396264612,6.3224876770625125,childhood,
7.714451045906471,8.307862442397811,children,
5.277692321251513,3.0359888398733617,chin,
-0.311777103343113,2.645184712241326,chose,
-2.4872405854369335,2.429759429909026,chosen,
-7.132387202922799,-7.881709951319825,chuckled,
-3.6700563256576237,-2.4179483321902255,cigarette,
-6.600321668878652,-6.822422573187616,cleared,
-3.7888742904583004,-7.003824724277142,climbed,
6.805088235411981,7.37532273267632,close,
6.067509313013307,5.086542304627476,closed,
3.983374133048136,1.8979199387412011,clothes,
7.1869675720596655,7.755880498067282,clung,
-6.209928435248936,-7.310484559471428,coat,
0.16558995627942258,-1.1715219248047732,coffee,
-7.69424347313539,4.033453810154684,come,
-6.855382719432613,-4.696709086943856,comes,
-6.949933267703076,4.129915096992901,coming,
-3.7591228589347816,-4.4175496676718815,commanded,
-4.327846028538238,-4.320248930544603,commented,
0.7447254775497046,-6.242615961314538,companion,
-5.36285459124193,-7.776790182774149,companions,
-3.577941343296398,-1.7514790419380417,company,
4.470239424455924,5.733286556384395,complained,
-1.82302302487322,-5.6251114494652255,concluded,
4.495508463304504,5.406567286859795,condition,
-2.8229333928237685,2.03010840174251,conduct,
4.085767660682537,4.568887491676066,confessed,
2.3328002797247414,-3.7742689004890186,conscience,
5.358077342950527,2.9102503009151985,conscious,
-0.6485298094548153,-4.969287822307274,considered,
-3.716443871562084,-4.829978195589513,continued,
5.966926636592179,6.9890808932470705,cousin,
4.871872618248118,5.064416233733285,covered,
8.49437377889565,9.2330539705159,cried,
-0.5585996631450254,-3.920837332674735,crossed,
7.02670612865106,7.5872091094684775,cry,
7.709548146958,8.739233343158169,crying,
3.9221651157709427,3.210852644838785,cup,
-5.167616363166108,-6.274412444058065,cut,
3.598033833299342,7.53614002848127,dare,
4.727811810609996,3.237327242088158,dared,
7.936126195569434,8.87645758999077,daughter,
7.1731130658457944,6.912752254593585,day,
4.625708306431849,-1.0066808807440162,days,
-6.859323958775166,-5.72817704740037,dead,
-7.106555549063981,-5.158406192734213,death,
5.517144259743032,-5.857163970706991,decided,decided
1.8413945096433484,3.4042799870515705,declared,
3.9881610675320593,5.38722731663565,delighted,
-4.3834756016793825,-2.8011676915247494,demanded,
-5.883120970232633,-2.963648927367842,departure,
-3.539266218836581,-2.3849648864732935,described,
0.7110555765558543,2.803794962377977,desire,
-3.05416501015376,-2.979241827099881,desired,
-6.592429770527702,-8.32422620278115,desk,
-0.6310751755861697,-3.597645897794765,determined,
-5.1042670000848815,-3.89126777724283,did,
-1.6015627505487784,-1.3443637993713877,die,
-6.264260107666891,-3.664985344154335,died,
1.0109421576843785,1.0073503655321079,direction,
-5.1429627377879825,2.608267090575771,disappeared,
1.4570791159841359,-4.907338559905518,discovered,
-4.975195715135987,-6.302863321101636,do,
-4.846482713353677,-1.4168774004504854,does,
-4.773120444741769,-3.100850862292886,doing,
-5.6856035607117175,-5.939184021970212,done,
6.828440896208905,7.5163223656324645,door,
-2.22070903808646,-5.1664866157350104,dragged,
-5.5647666554092385,-6.635245842507011,drank,
3.8820321227659376,2.515578651087668,dream,
4.550035733541709,0.9860423927688,dreamed,
5.0122303116627345,2.609711003908333,dreams,
10.041532110708381,10.529732760356875,dress,dress
6.770086117163226,6.357678833161982,dressed,
-2.2846203111901042,-1.6279633500342647,drew,
-4.627005632436049,-4.932927336551002,drink,
-0.7652060766329334,-4.627801822520649,dropped,
-6.800492313191961,-7.175130304822118,drove,
0.8643419070185893,-3.457734587950866,duty,
4.835748583142673,-4.633664765945171,ear,ear
5.275391553419197,-4.526946322054038,ears,
-0.2385181827085748,-2.8891320157321077,eat,
3.7022764610996384,-3.5018911867144533,efforts,
0.28455039145545225,-4.387195809334345,elbow,
1.4092019204025639,-0.37725393450495015,elbows,
-0.24336461435188117,-2.1608053968810483,emerged,
4.588241299332116,3.9030811941129255,enjoyed,
-2.6670652031677657,-4.777645210811868,entered,
-2.3031579540619824,-5.233126775905273,escape,
-4.317015916862397,-6.173356982092356,examined,
6.62759901496968,7.654101211178596,exclaimed,
2.259408784147832,1.8491835459760093,expect,
3.811226514991163,-4.742300916648044,expected,
3.842538699962802,-1.9718886894016745,experience,
4.954895802372412,1.2546380122010126,experienced,
-4.763700207779877,-5.714298607780185,explained,
-0.1539528960605366,3.6088465728471952,expressed,
-4.565036525025272,5.883306748923846,expression,expression
-5.834726393785195,-7.275632357066172,eye,
-4.2034816541226485,-3.149605028555622,eyebrows,
6.2325871003074855,6.264237274144085,eyelids,
8.895683535652509,9.963458483847479,eyes,eyes
7.235473408122597,8.835867733035768,face,
3.4047299456589446,0.4311293442115493,faced,
-2.8257340289813944,-4.919273729829313,failed,
-3.156974288868248,-3.3279633565588855,fall,
-1.7998593351763237,2.986751536452052,fallen,
-5.859211065981964,-1.0592266415434377,family,
3.968259174306676,1.2554359970944684,fancied,
-1.8742942536268195,0.6263109974945028,fate,
7.344280855893656,8.908091930170658,father,
-0.34110334788003105,4.562786940049014,fault,
5.768371829025633,5.396468509077897,fear,
5.336104082844884,5.227550545344034,feared,
6.410076571251659,6.630997725273739,fears,
2.6758593111736455,5.391977997900754,features,
7.443178447760662,4.185296455415742,feel,
5.537847419404151,5.243011358157989,feeling,
6.176911492521679,7.090007453118506,feelings,
5.829320425953662,4.104548891658722,feels,
5.0785385598753265,-7.017532542959276,feet,feet
-0.7619138291980856,-5.138502236576342,fell,
8.976870466151478,-3.0169210276815117,felt,
6.159710287028247,7.597653144367529,figure,
-0.45346781819020565,-3.940959791125774,filled,
-3.8549535627264406,-5.463785656068341,find,
5.223551052848381,2.9092494476147612,finger,
6.035529265436019,6.076611765663232,fingers,
-1.6402921186462998,-5.867603885378429,finished,
4.258596423157845,5.0708322296607085,first,
-7.100833657079934,-8.245834654908725,fist,
-5.082921173341318,-6.275812420625528,fists,
1.245989977100487,1.1157693262616724,fixed,
4.756780223442725,6.119451945343395,flesh,
2.553113181908614,4.14612470181166,flung,
5.793253238388043,6.159646707301318,flushed,
3.55782587024768,2.3722726134849057,folded,
-4.285502496409591,-4.0067774705299,follow,
-5.467782401305271,-6.485137502292199,followed,
0.7399566081419816,5.8381763944304135,fond,
1.8426183883085978,-3.8454806729942543,foot,
3.1869603756888045,-3.5043037560624786,forced,
-4.009390985958211,-5.04253167190057,forehead,
3.8518553736376626,3.7133841590440024,forget,
4.4327654488883645,-0.039695841689991136,forgot,
3.781798849446229,-1.429825468606287,forgotten,
4.8520091292108765,6.343151065250025,form,
-4.077668833606457,-1.4058049209302543,fortune,
-3.2959431664182284,-5.69381983860141,fought,
2.8870554286310344,-7.51901526623039,found,
4.832873378544612,5.585179985351679,free,
-3.7113484832347727,-7.096880026136839,friend,
3.021264977690755,-3.810899201231094,friends,
-4.651852595015017,-4.026361133847405,frowned,
6.910654853740395,7.100160504052828,gasped,
5.086156843739386,2.93362287847763,gathered,
7.4395658894780015,6.9339036589180925,gave,
-3.3414668887240864,-0.291667202215373,gaze,
4.010475759875725,3.3953735142570003,gazed,
-5.5730807099563755,-7.010469548053565,get,
-5.092493476995825,-5.404650239370951,gets,
-4.079391599844932,-2.085120031598228,getting,
9.08579022657035,9.995071419882413,girl,girl
-3.481295195356683,1.036187866555164,give,
-5.082151264918542,4.621371051934263,given,
-3.0765678147222295,1.1123725579222825,gives,
-2.072127062663924,3.6720377351783937,giving,
6.531700701476194,5.616958970271785,glad,
1.5810305299413923,5.911784375479858,glance,
-1.7013479221183967,-5.801089723239393,glanced,
-5.861295671477235,-6.769276148984851,glass,
-5.554762342992741,-6.40093822167284,glasses,
3.868922690020953,5.625402093265365,go,
-2.921147999337851,-2.490030904802194,goes,
-4.9912830802378325,1.7732098359457285,going,
-5.741465773286172,6.043415641068225,gone,
0.9934651008619636,5.854866221562579,good,
-6.771964327686025,-7.7745183149317585,got,
-2.3761269096961573,-3.675157127515305,gotten,
-5.419815824686771,-6.463920137673853,grabbed,
-3.63208663650506,-3.5174495591897794,grandfather,
7.7749134859127205,6.903518507530851,grandmother,
-4.563265883411412,-5.264150422925357,grasped,
-2.6494975040828534,4.134182260524918,greeted,
4.716752550904438,5.509389696799586,grew,
-8.371444633306156,-9.101881260675908,grinned,grinned
-6.499905106391514,-6.799471613511868,groaned,
-7.397103851869262,-8.112611944682497,growled,
4.289415339077725,5.724044076923954,grown,
-7.27427215940316,-8.088269855239162,grunted,
1.8440529767542417,-2.8181767826727038,guessed,
1.5575090935549158,-4.785196120771879,guest,
4.583020977008759,4.664112068005733,guests,
-7.93111796485556,-8.80501490689724,gun,
5.447014705310211,-2.215088231245991,had,
9.882725789798005,10.642799515165988,hair,hair
3.8313098364559823,4.823415061041133,half,
6.354042534083323,7.0518656062859675,hand,
-5.2798770479607375,-5.836386297528395,handed,
5.166852899726789,6.434672923018674,handkerchief,
7.4653777835308714,7.360715042000084,hands,
-2.776605453571517,-2.5328044488361665,happened,
6.759947198219099,7.789946300894907,happiness,
7.446121694507424,8.03009383079383,happy,
-4.866599827498763,-2.4014780518526586,has,
2.807598636524436,0.3194629282201661,hastened,
-7.361467059136866,-8.386140039760114,hat,
5.38201452520761,5.645655957399833,hated,
4.634748061520315,3.9054746539380307,have,
3.2555446834840764,4.761255383381829,having,
6.3781098109426315,-5.7984753181952735,head,head
5.105263873640731,6.201576457269349,health,
6.546421352620201,-3.37145232856158,hear,
7.830494742941773,-4.593461818036895,heard,heard
8.904030370804627,8.748323091163694,heart,
-2.367821304876515,-5.228550818821337,heels,
-5.404466120310006,-1.8934442064360175,held,
4.48930316684103,4.966230188973096,help,
-5.798777468985154,-3.1143619959383355,helped,
3.8444506340776363,4.374242219605604,hesitated,
7.094620261104607,8.040955026364076,hips,
-5.973878081013435,-7.292718685452848,hit,
-4.256346902461883,-4.0129905905669245,hold,
-3.7254686544299593,3.734781290257853,holding,
7.062210992403692,8.075421932059818,home,
3.6109564523992708,1.5948629238349028,hope,
5.291099720084191,-3.1456260282525816,hoped,
-0.8463959132638854,-2.7026265611482256,hopes,
-8.792282619181467,-9.199926165883879,horse,horse
-1.528875243656527,5.980007604661876,house,
3.761520762481008,-1.3973856881058695,hung,
5.81332868076906,4.8848753909471565,hurried,
-4.509162584281106,-3.866420756372714,hurt,
11.506640437099414,12.304170052019202,husband,husband
-2.0745729620788924,6.973776771937327,idea,
-1.7113637241808832,-1.812595627626658,ignored,
5.669102243517374,0.672613145817065,imagination,
5.9256017912273045,2.764480100936911,imagine,
6.4431106185664335,-0.29558342067592347,imagined,
-3.0890888691527687,0.4135487079510872,informed,
-4.686849067917413,-2.632497562751048,inquired,
0.7191834604175168,6.605024580423132,insisted,
-4.588120990798405,-5.443883491580646,intended,
-3.308377295614108,3.254459374923461,interest,
-4.077474896901405,1.5892524249056124,interested,
-2.1391938695297816,5.179441949664683,interrupted,
-4.471201612716181,-4.0756942368025735,introduced,
0.06972747695650756,4.108283830032068,invited,
-6.728205072622987,3.1519884671090437,is,
-7.371556176636969,-8.195744659888932,jacket,
-6.623958232558808,-7.212564820919347,jaw,
-5.075255946140652,-6.571274768883752,jerked,
-4.952758443384101,-6.242441120522392,job,
-5.567146714965069,-4.545417226431061,joined,
-3.2061339131095745,-5.200240502966143,journey,
-3.2990117816439377,-5.760213090600602,jumped,
-0.18350329910550345,-2.300246364529731,keep,
-3.119526944761855,0.5198693043422294,keeps,
-4.426220477570193,0.17576917888550772,kept,
-5.080521525906676,-6.229146760122718,kicked,
-7.231948902109792,-7.673423893271656,killed,
-4.282609362041849,4.110581275369905,kind,
-5.753980757682217,7.72205741814843,kissed,kissed
-5.187651519286092,-5.309166105308346,knee,
5.974182941724534,5.168848682286972,knees,
4.85119092873994,5.191711299621393,knelt,
7.7045503755925,0.9449244435595627,knew,
-7.023252593771929,-7.834030077234346,knife,
-5.033278900761887,-6.279645407503044,knocked,
4.401649218540208,5.280408108773029,know,
-1.9416604351389937,-4.1355789500918325,knowledge,
5.1482714847754405,4.092443537167001,known,
-4.821864863377235,-3.6537307548737057,knows,
6.362158719197672,7.696230512778062,lady,
2.255634845370642,2.2468047136092957,laid,
8.801359186673201,8.954786236186566,lap,
6.449016407875726,7.477847751434759,laugh,
2.8812047649951578,7.659211215289889,laughed,
3.6600398681287247,6.405180279126135,laughing,
6.123172062053164,4.791685924926506,lay,
-2.6116029179844102,1.334300377496396,leaned,
-4.057837970167213,3.951998492399356,leaning,
-6.268216144052539,-7.0535030325451356,leapt,
5.611391649482863,-3.4508397104336326,learned,learned
-5.587419904027271,-1.2650145292299462,leave,
-3.4389930126309385,3.7407737216075585,leaving,
-5.999575085652602,-5.177365080019452,led,
-6.481762624341637,-4.292177676621149,left,
-6.7524644375458225,-7.337364125453698,leg,
4.235910304702842,4.883996783486863,legs,
2.360336996296628,5.414857935178384,let,
3.573472644639075,6.973485760417307,letter,
1.5457697231290057,6.145374795058419,letters,
7.37639707315037,6.284873046297894,life,
-3.246589651333852,-2.6556905989937345,lifted,
4.292823240040195,5.690298558114866,like,
4.3882142349292295,6.64428068368317,liked,
-4.294937395873089,4.933767345404186,likes,
6.176912481673977,6.783020936855841,lip,
7.275544984266552,8.66828729454947,lips,
3.4570334990319163,4.556662125333746,listen,
5.267385909464706,3.198566230744295,listened,
2.3055121462195682,4.866201727582016,listening,
-5.676918673347629,-6.491900857984284,lit,
3.4725192945676264,4.855008133612956,live,
4.43595026046167,6.314030727767469,lived,
-2.538549395024055,2.5573679423193334,lives,
4.339437281715658,6.101984246833731,living,
6.634957366177987,5.700757135309302,longed,
5.307847345939258,7.117187648869404,look,
5.629814669824457,6.474356031460859,looked,
-3.386794571468248,6.395889029638401,looking,
3.8586115211794687,6.720787172905365,looks,
-2.884317818820483,-4.411612460001024,lose,
-2.9791795527062073,-5.641833172992522,lost,
1.1032050356250727,8.493658881144366,love,
5.91129117974869,8.475339868089112,loved,
8.888537529596046,9.874572064991353,lover,
-4.160417478932222,6.765628732101142,loves,
-2.431334564805507,-2.89678118739689,lowered,
0.5875733346296215,5.120753465628715,lying,
-5.458287120105199,-4.94406736935737,made,
-4.352107042967899,-5.366460629422693,make,
-1.5594741360283861,-3.039710407868766,makes,
-4.027419036444092,-0.013840309727361076,making,
-10.494131719188683,-10.476609583678894,man,man
3.0618108442188348,-4.355140442384004,managed,
-3.725742072063563,4.668183289528859,manner,
6.731681660893053,7.9983343147249535,marriage,
4.963921258447474,7.948111009823051,married,
3.987421237371003,7.650707818449402,marry,
-8.792076492294884,-8.818620088109313,master,
-3.873559347249358,3.256612791724352,mean,
-4.261852590732308,-2.397555385603144,means,
-5.045831318537503,4.8413324807956,meant,meant
1.7948726147302683,3.7125484973427287,meet,
3.0167648230967967,-3.484661983021508,memory,
-8.74952297856317,-9.587889153250892,men,
-3.837233247984532,3.1937949086076256,mentioned,
3.486476014565932,4.504033869857929,met,
7.4099162998905514,-4.451021744598173,mind,mind
4.678751740895792,-1.1125628080784935,missed,
7.763361820430358,8.452319757624391,mistress,
-2.7495800252260993,-6.835357175652351,money,
2.2202788377513256,4.98473615088736,mood,
