name1	name2	size	acc1	acc2	ratiodiff	pearson	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1	kl
iter5_size80_ratio0	iter5_size80_ratio5	80	0.9375	0.85	0.05	0.942170365585	0.933722900283	0.927408297199	0.939505449432	0.0125	-0.00625	0.03125	9.59691368468
iter5_size80_ratio0	iter5_size80_ratio10	80	0.9375	0.85	0.1	0.878405733768	0.870350898439	0.857286417438	0.882295206844	-0.00625	-0.025	0.0125	7.16131172893
iter5_size80_ratio0	iter5_size80_ratio15	80	0.9375	0.8125	0.15	0.858961731964	0.845299338126	0.809861713348	0.874589827728	0.046875	0.05	0.04375	8.83948613935
iter5_size80_ratio0	iter5_size80_ratio20	80	0.9375	0.775	0.2	0.89016347422	0.895295157344	0.877217860073	0.910837337396	0.025	-0.025	0.075	24.9318706856
iter5_size80_ratio0	iter5_size80_ratio25	80	0.9375	0.79375	0.25	0.865168727615	0.859911811988	0.845822102426	0.872802648541	0.040625	0.00625	0.075	9.6771112283
iter5_size80_ratio0	iter5_size80_ratio30	80	0.9375	0.75625	0.3	0.849447857462	0.823403167511	0.788421422712	0.853076292043	0.046875	-0.00625	0.1	11.8807920296
iter5_size80_ratio0	iter5_size80_ratio35	80	0.9375	0.7375	0.35	0.880481763186	0.87930547117	0.831351810618	0.91426227587	0.065625	0.0125	0.11875	31.160899519
iter5_size80_ratio0	iter5_size80_ratio40	80	0.9375	0.69375	0.4	0.847736693945	0.82315204663	0.773444275167	0.862797374897	0.040625	-0.0375	0.11875	24.426196677
iter5_size80_ratio0	iter5_size80_ratio45	80	0.9375	0.6875	0.45	0.787321241317	0.7823751077	0.749704090004	0.811241650064	0.040625	-0.0625	0.14375	39.5513112904
iter5_size80_ratio0	iter5_size80_ratio50	80	0.9375	0.625	0.5	0.755707309836	0.769072665549	0.71296730341	0.815393179421	0.015625	-0.05	0.08125	24.5694173041
iter5_size80_ratio0	iter5_size80_ratio55	80	0.9375	0.675	0.55	0.755345396591	0.727172158323	0.640589476151	0.79549689441	0.084375	0.00625	0.1625	24.5362918333
iter5_size80_ratio0	iter5_size80_ratio60	80	0.9375	0.65	0.6	0.759186608972	0.736330961181	0.593545646314	0.834176139693	0.0875	-0.01875	0.19375	26.0542751883
iter5_size80_ratio0	iter5_size80_ratio65	80	0.9375	0.55625	0.65	0.712708422774	0.675555624041	0.634636118598	0.712697761631	0.0875	-0.05625	0.23125	45.0553836088
iter5_size80_ratio0	iter5_size80_ratio70	80	0.9375	0.56875	0.7	0.612524312508	0.623540754149	0.483587249502	0.732406539318	0.059375	-0.0625	0.18125	35.8924549858
iter5_size80_ratio0	iter5_size80_ratio75	80	0.9375	0.56875	0.75	0.45514707061	0.416177081759	0.341307277628	0.485799249971	0.10625	-0.01875	0.23125	49.6096504418
iter5_size80_ratio0	iter5_size80_ratio80	80	0.9375	0.5125	0.8	0.442290488271	0.452902018354	0.336977030353	0.555300011719	0.096875	-0.025	0.21875	56.2154380783
iter5_size80_ratio0	iter5_size80_ratio85	80	0.9375	0.48125	0.85	0.293186038172	0.297160929063	0.174868158912	0.410424235322	0.096875	-0.05625	0.25	65.2419357107
iter5_size80_ratio0	iter5_size80_ratio90	80	0.9375	0.5375	0.9	0.238458555804	0.25245143541	0.17524024376	0.326576233447	0.1375	0.0125	0.2625	50.7561509939
iter5_size80_ratio0	iter5_size80_ratio95	80	0.9375	0.48125	0.95	-0.0936686286286	-0.0425702606311	-0.0621352396578	-0.0229725770538	0.1875	-0.05	0.425	60.6652191786
iter5_size80_ratio0	iter5_size80_ratio100	80	0.9375	0.525	1.0	-0.260391026253	-0.29536121761	-0.268009492558	-0.322237196765	0.275	0.025	0.525	62.0091136096
iter5_size80_ratio0	iter6_size80_ratio0	80	0.9375	0.9	0.0	0.923335108403	0.927964946111	0.924545880698	0.93123461854	-0.003125	-0.00625	0.0	14.1625728011
iter5_size80_ratio0	iter6_size80_ratio5	80	0.9375	0.875	0.05	0.902432666599	0.893700636704	0.890744755655	0.89658092113	0.046875	0.01875	0.075	13.796249478
iter5_size80_ratio0	iter6_size80_ratio10	80	0.9375	0.84375	0.1	0.868524193173	0.871436417783	0.840683229814	0.896586780734	0.053125	0.0125	0.09375	19.6544473317
iter5_size80_ratio0	iter6_size80_ratio15	80	0.9375	0.775	0.15	0.868327785413	0.851952277203	0.858953474745	0.844632602836	0.028125	0.00625	0.05	6.58146564186
iter5_size80_ratio0	iter6_size80_ratio20	80	0.9375	0.80625	0.2	0.906501339282	0.903842693605	0.894741005508	0.912193835697	0.03125	0.0	0.0625	16.0726923244
iter5_size80_ratio0	iter6_size80_ratio25	80	0.9375	0.775	0.25	0.844247300179	0.831020455497	0.809609750381	0.850222664948	0.028125	0.0	0.05625	8.61568472986
iter5_size80_ratio0	iter6_size80_ratio30	80	0.9375	0.75625	0.3	0.907685605018	0.908088078742	0.865108988632	0.937829602719	0.01875	-0.00625	0.04375	21.1309577029
iter5_size80_ratio0	iter6_size80_ratio35	80	0.9375	0.78125	0.35	0.89827346583	0.879496499467	0.867490917614	0.890478143677	0.028125	-0.00625	0.0625	16.8594384938
iter5_size80_ratio0	iter6_size80_ratio40	80	0.9375	0.7125	0.4	0.716580638776	0.738245260125	0.726640689089	0.749428688621	0.0625	-0.0125	0.1375	20.3510597381
iter5_size80_ratio0	iter6_size80_ratio45	80	0.9375	0.73125	0.45	0.850226394271	0.854112316698	0.839813078636	0.867227235439	0.084375	0.00625	0.1625	34.2993698818
iter5_size80_ratio0	iter6_size80_ratio50	80	0.9375	0.6875	0.5	0.622416592926	0.653092057216	0.656621352397	0.649534161491	0.09375	-0.00625	0.19375	30.8810239418
iter5_size80_ratio0	iter6_size80_ratio55	80	0.9375	0.61875	0.55	0.703589925825	0.713688608921	0.711142036798	0.716216453768	0.075	-0.025	0.175	33.0199739944
iter5_size80_ratio0	iter6_size80_ratio60	80	0.9375	0.6625	0.6	0.823687914612	0.838587271108	0.789965428337	0.876728583148	0.05625	-0.01875	0.13125	29.57455107
iter5_size80_ratio0	iter6_size80_ratio65	80	0.9375	0.675	0.65	0.674527643843	0.661575592532	0.66429157389	0.658842142271	0.121875	0.025	0.21875	48.7334483123
iter5_size80_ratio0	iter6_size80_ratio70	80	0.9375	0.7125	0.7	0.688934494396	0.686209067345	0.629576350639	0.735588304231	0.1625	0.10625	0.21875	31.6842935025
iter5_size80_ratio0	iter6_size80_ratio75	80	0.9375	0.63125	0.75	0.581911886289	0.54374046991	0.501075237314	0.583768897223	0.128125	0.03125	0.225	40.9587002019
iter5_size80_ratio0	iter6_size80_ratio80	80	0.9375	0.6125	0.8	0.624929817842	0.622073886338	0.525834993554	0.702587015118	0.140625	0.05625	0.225	31.5971202849
iter5_size80_ratio0	iter6_size80_ratio85	80	0.9375	0.51875	0.85	0.0724891885696	0.0861420336583	-0.0343138403844	0.204131020743	0.159375	0.0125	0.30625	51.6399339831
iter5_size80_ratio0	iter6_size80_ratio90	80	0.9375	0.5875	0.9	0.267634259512	0.221885205986	0.0975506855737	0.339399976562	0.175	0.05	0.3	49.3826877098
iter5_size80_ratio0	iter6_size80_ratio95	80	0.9375	0.50625	0.95	0.394122003086	0.381414007959	0.202838978085	0.535435954529	0.134375	0.00625	0.2625	45.0079424163
iter5_size80_ratio0	iter6_size80_ratio100	80	0.9375	0.59375	1.0	-0.0404816213024	-0.0623627495881	-0.0745019336693	-0.0502050861362	0.25625	0.06875	0.44375	67.6401379533
iter6_size80_ratio0	iter5_size80_ratio0	80	0.9	0.9375	0.0	0.923335108403	0.927964946111	0.93123461854	0.924545880698	-0.003125	0.0	-0.00625	14.1625728011
iter6_size80_ratio0	iter5_size80_ratio5	80	0.9	0.85	0.05	0.878021294795	0.917708883754	0.898075120122	0.933692722372	0.0	-0.025	0.025	44.0802158094
iter6_size80_ratio0	iter5_size80_ratio10	80	0.9	0.85	0.1	0.844983048616	0.852250778234	0.847506738544	0.856858666354	-0.003125	-0.03125	0.025	32.1548330006
iter6_size80_ratio0	iter5_size80_ratio15	80	0.9	0.8125	0.15	0.836080668984	0.845303097338	0.853357553029	0.836845189265	0.0	-0.01875	0.01875	33.2336711525
iter6_size80_ratio0	iter5_size80_ratio20	80	0.9	0.775	0.2	0.857951585661	0.911188435991	0.895546701043	0.924581038322	0.003125	-0.025	0.03125	77.3294392789
iter6_size80_ratio0	iter5_size80_ratio25	80	0.9	0.79375	0.25	0.8616507196	0.877963173047	0.871835813899	0.883815774054	-0.003125	-0.00625	0.0	36.9882780432
iter6_size80_ratio0	iter5_size80_ratio30	80	0.9	0.75625	0.3	0.807760619769	0.791914691331	0.789933200516	0.793879643736	-0.003125	-0.03125	0.025	49.1195026393
iter6_size80_ratio0	iter5_size80_ratio35	80	0.9	0.7375	0.35	0.83818508597	0.893412948715	0.877516699871	0.907347943279	0.0125	-0.0125	0.0375	92.0545989995
iter6_size80_ratio0	iter5_size80_ratio40	80	0.9	0.69375	0.4	0.830779500293	0.867258103644	0.832037384273	0.895514473222	-0.0125	-0.06875	0.04375	83.92858713
iter6_size80_ratio0	iter5_size80_ratio45	80	0.9	0.6875	0.45	0.716110447329	0.737007398235	0.685851986406	0.780915270128	0.04375	-0.0375	0.125	103.822219219
iter6_size80_ratio0	iter5_size80_ratio50	80	0.9	0.625	0.5	0.655110720183	0.696351558895	0.623883745459	0.756946560413	0.0125	-0.075	0.1	73.5331800639
iter6_size80_ratio0	iter5_size80_ratio55	80	0.9	0.675	0.55	0.71950024631	0.728923829345	0.721674674792	0.736013125513	0.046875	-0.00625	0.1	81.4831162498
iter6_size80_ratio0	iter5_size80_ratio60	80	0.9	0.65	0.6	0.76013516571	0.766582824933	0.70373549748	0.817526075237	0.034375	-0.0375	0.10625	80.4323629458
iter6_size80_ratio0	iter5_size80_ratio65	80	0.9	0.55625	0.65	0.699070696151	0.704530350506	0.646241064104	0.754646665885	0.034375	-0.08125	0.15	112.856396269
iter6_size80_ratio0	iter5_size80_ratio70	80	0.9	0.56875	0.7	0.634894346207	0.655450421733	0.569931442634	0.726921950076	0.021875	-0.06875	0.1125	91.2203717622
iter6_size80_ratio0	iter5_size80_ratio75	80	0.9	0.56875	0.75	0.365835547211	0.289988875128	0.145171686394	0.422641509434	0.1125	-0.00625	0.23125	124.645366129
iter6_size80_ratio0	iter5_size80_ratio80	80	0.9	0.5125	0.8	0.329432061462	0.320457247879	0.114440993789	0.500046876831	0.0875	-0.04375	0.21875	141.994067514
iter6_size80_ratio0	iter5_size80_ratio85	80	0.9	0.48125	0.85	0.115942162042	0.165133934541	0.135019922653	0.194943161842	0.10625	-0.06875	0.28125	143.619223026
iter6_size80_ratio0	iter5_size80_ratio90	80	0.9	0.5375	0.9	0.168188847101	0.162795523488	-0.00253134888082	0.319459744521	0.14375	0.01875	0.26875	140.261434443
iter6_size80_ratio0	iter5_size80_ratio95	80	0.9	0.48125	0.95	-0.0598955601159	-0.017948900972	-0.00638696824095	-0.029506035392	0.18125	-0.05	0.4125	151.198964268
iter6_size80_ratio0	iter5_size80_ratio100	80	0.9	0.525	1.0	-0.266305634388	-0.322926978163	-0.266160787531	-0.377461033634	0.278125	0.04375	0.5125	150.013173435
iter6_size80_ratio0	iter6_size80_ratio5	80	0.9	0.875	0.05	0.876765315094	0.880535478599	0.895643384507	0.863397984296	-0.015625	-0.0125	-0.01875	23.7125473155
iter6_size80_ratio0	iter6_size80_ratio10	80	0.9	0.84375	0.1	0.816353455783	0.8541284257	0.860397867104	0.847600492207	0.0375	0.00625	0.06875	60.7025892601
iter6_size80_ratio0	iter6_size80_ratio15	80	0.9	0.775	0.15	0.838156773977	0.860775217879	0.878794093519	0.840305285363	-0.03125	-0.0375	-0.025	31.6566331572
iter6_size80_ratio0	iter6_size80_ratio20	80	0.9	0.80625	0.2	0.87699873063	0.919625419072	0.912905777569	0.925846712762	0.03125	0.01875	0.04375	56.9531476125
iter6_size80_ratio0	iter6_size80_ratio25	80	0.9	0.775	0.25	0.790207207785	0.786586312995	0.797758701512	0.774874018516	0.003125	-0.03125	0.0375	33.522275881
iter6_size80_ratio0	iter6_size80_ratio30	80	0.9	0.75625	0.3	0.86864425887	0.902397036453	0.882160435955	0.91930739482	-0.0125	-0.03125	0.00625	71.7851770829
iter6_size80_ratio0	iter6_size80_ratio35	80	0.9	0.78125	0.35	0.860721500169	0.864366715597	0.858733739599	0.869790812141	0.03125	0.0	0.0625	61.9310020385
iter6_size80_ratio0	iter6_size80_ratio40	80	0.9	0.7125	0.4	0.681133654631	0.706759677161	0.69677721786	0.716468416735	0.003125	-0.05	0.05625	52.4607740893
iter6_size80_ratio0	iter6_size80_ratio45	80	0.9	0.73125	0.45	0.84168453871	0.905367600328	0.915243759522	0.894404078284	0.021875	-0.01875	0.0625	104.504794202
iter6_size80_ratio0	iter6_size80_ratio50	80	0.9	0.6875	0.5	0.578357292418	0.599666926604	0.547553615376	0.647146372905	0.084375	0.03125	0.1375	92.7690832656
iter6_size80_ratio0	iter6_size80_ratio55	80	0.9	0.61875	0.55	0.534654447338	0.538677034198	0.54990917614	0.527250087894	0.071875	-0.05	0.19375	89.6801588829
iter6_size80_ratio0	iter6_size80_ratio60	80	0.9	0.6625	0.6	0.774025166027	0.817874901446	0.765577756944	0.859433962264	0.03125	-0.0375	0.1	93.9186875853
iter6_size80_ratio0	iter6_size80_ratio65	80	0.9	0.675	0.65	0.547036992271	0.550634380408	0.488163600141	0.607491503574	0.115625	0.025	0.20625	127.337458124
iter6_size80_ratio0	iter6_size80_ratio70	80	0.9	0.7125	0.7	0.622343662951	0.652194998433	0.547181530529	0.736994609164	0.103125	0.075	0.13125	92.5840443027
iter6_size80_ratio0	iter6_size80_ratio75	80	0.9	0.63125	0.75	0.498457315972	0.529947098921	0.353445447088	0.670013477089	0.140625	0.075	0.20625	116.477382246
iter6_size80_ratio0	iter6_size80_ratio80	80	0.9	0.6125	0.8	0.565094887326	0.573398316026	0.374460916442	0.721870971522	0.078125	0.04375	0.1125	107.971363199
iter6_size80_ratio0	iter6_size80_ratio85	80	0.9	0.51875	0.85	-0.0377879667658	-0.0291770569054	-0.0551095745928	-0.00320520332826	0.159375	-0.00625	0.325	139.227246717
iter6_size80_ratio0	iter6_size80_ratio90	80	0.9	0.5875	0.9	0.328989950553	0.321247410914	0.288043478261	0.353679831243	0.146875	0.0125	0.28125	132.90940261
iter6_size80_ratio0	iter6_size80_ratio95	80	0.9	0.50625	0.95	0.337001306654	0.386313148633	0.256908472987	0.502109457401	0.08125	-0.0125	0.175	123.408657888
iter6_size80_ratio0	iter6_size80_ratio100	80	0.9	0.59375	1.0	0.0822696403951	0.108307862525	0.0612064924411	0.154927926872	0.19375	0.0625	0.325	165.241480087
iter7_size80_ratio0	iter5_size80_ratio0	80	0.9375	0.9375	0.0	0.901019149416	0.909421945954	0.905396695183	0.91328372202	0.034375	0.0125	0.05625	18.7689856663
iter7_size80_ratio0	iter5_size80_ratio5	80	0.9375	0.85	0.05	0.875211327866	0.912717102149	0.898069260518	0.925342786828	0.025	-0.01875	0.06875	44.0104330825
iter7_size80_ratio0	iter5_size80_ratio10	80	0.9375	0.85	0.1	0.847880037634	0.846133004586	0.828369272237	0.862196765499	0.01875	0.0	0.0375	38.5067604707
iter7_size80_ratio0	iter5_size80_ratio15	80	0.9375	0.8125	0.15	0.868047787055	0.860342795945	0.85388491738	0.86653580218	-0.015625	-0.0625	0.03125	37.4257290336
iter7_size80_ratio0	iter5_size80_ratio20	80	0.9375	0.775	0.2	0.832650187956	0.888066825728	0.866351224657	0.90643091527	0.003125	-0.0625	0.06875	83.4297615118
iter7_size80_ratio0	iter5_size80_ratio25	80	0.9375	0.79375	0.25	0.848406991466	0.861552943998	0.822723543888	0.89237958514	0.01875	-0.01875	0.05625	40.3748203138
iter7_size80_ratio0	iter5_size80_ratio30	80	0.9375	0.75625	0.3	0.802096483145	0.800278240679	0.780695534982	0.818290753545	0.028125	-0.04375	0.1	49.7044298246
iter7_size80_ratio0	iter5_size80_ratio35	80	0.9375	0.7375	0.35	0.819097456336	0.866326871194	0.831615492793	0.894295675612	0.009375	-0.025	0.04375	102.079578374
iter7_size80_ratio0	iter5_size80_ratio40	80	0.9375	0.69375	0.4	0.834760745667	0.851480512477	0.76676139693	0.907046173679	0.00625	-0.0625	0.075	90.1163664912
iter7_size80_ratio0	iter5_size80_ratio45	80	0.9375	0.6875	0.45	0.688540179603	0.736113112841	0.706149654283	0.763444861127	0.05625	-0.05	0.1625	109.218944493
iter7_size80_ratio0	iter5_size80_ratio50	80	0.9375	0.625	0.5	0.688825845698	0.724154660508	0.66631020743	0.773335872495	0.025	-0.08125	0.13125	78.6842472595
iter7_size80_ratio0	iter5_size80_ratio55	80	0.9375	0.675	0.55	0.706734359715	0.745954928895	0.711007265909	0.777226649478	0.084375	-0.025	0.19375	84.9756407991
iter7_size80_ratio0	iter5_size80_ratio60	80	0.9375	0.65	0.6	0.741955104845	0.726783090733	0.61695769366	0.808842142271	0.046875	-0.03125	0.125	93.8986355493
iter7_size80_ratio0	iter5_size80_ratio65	80	0.9375	0.55625	0.65	0.670238539941	0.682039239731	0.607509082386	0.744664830657	0.015625	-0.1125	0.14375	126.874878227
iter7_size80_ratio0	iter5_size80_ratio70	80	0.9375	0.56875	0.7	0.671213005449	0.690285348476	0.582971991093	0.773927692488	0.046875	-0.08125	0.175	101.291451911
iter7_size80_ratio0	iter5_size80_ratio75	80	0.9375	0.56875	0.75	0.36515781327	0.329314972966	0.188078635884	0.457207312786	0.134375	-0.0125	0.28125	144.757489055
iter7_size80_ratio0	iter5_size80_ratio80	80	0.9375	0.5125	0.8	0.246712509397	0.250260717098	0.0985790460565	0.390577756944	0.13125	-0.0125	0.275	146.885269066
iter7_size80_ratio0	iter5_size80_ratio85	80	0.9375	0.48125	0.85	0.162025220779	0.213798360005	0.147527247158	0.278158326497	0.13125	-0.0625	0.325	150.726613029
iter7_size80_ratio0	iter5_size80_ratio90	80	0.9375	0.5375	0.9	0.197654373635	0.224481866318	0.050322278214	0.3853920075	0.140625	-0.01875	0.3	145.327581373
iter7_size80_ratio0	iter5_size80_ratio95	80	0.9375	0.48125	0.95	-0.0721646197559	-0.0465108630933	-0.0261426227587	-0.0668405015821	0.20625	-0.05	0.4625	156.925226441
iter7_size80_ratio0	iter5_size80_ratio100	80	0.9375	0.525	1.0	-0.27890780681	-0.387767893845	-0.369266377593	-0.405962146959	0.29375	0.025	0.5625	157.43898777
iter7_size80_ratio0	iter6_size80_ratio0	80	0.9375	0.9	0.0	0.926301959007	0.91613841036	0.902311613735	0.928082151647	-0.021875	-0.0375	-0.00625	9.83339515166
iter7_size80_ratio0	iter6_size80_ratio5	80	0.9375	0.875	0.05	0.861106308615	0.875219888423	0.874560529708	0.875876010782	0.01875	-0.0125	0.05	16.8598766433
iter7_size80_ratio0	iter6_size80_ratio10	80	0.9375	0.84375	0.1	0.792840564831	0.847749949266	0.819946091644	0.871563342318	0.05	0.0125	0.0875	65.3683865574
iter7_size80_ratio0	iter6_size80_ratio15	80	0.9375	0.775	0.15	0.847409292394	0.865447685988	0.847761631314	0.881211180124	-0.00625	-0.01875	0.00625	36.2624864004
iter7_size80_ratio0	iter6_size80_ratio20	80	0.9375	0.80625	0.2	0.851660057359	0.890402109083	0.853811672331	0.91823801711	0.021875	-0.0125	0.05625	63.2697122807
iter7_size80_ratio0	iter6_size80_ratio25	80	0.9375	0.775	0.25	0.778898347043	0.793971421236	0.769354271651	0.816234032579	0.05625	-0.0125	0.125	33.3372877188
iter7_size80_ratio0	iter6_size80_ratio30	80	0.9375	0.75625	0.3	0.823265467537	0.880414076414	0.84915621704	0.905525606469	0.034375	-0.0125	0.08125	82.4502694357
iter7_size80_ratio0	iter6_size80_ratio35	80	0.9375	0.78125	0.35	0.857590754551	0.85613246755	0.818697996015	0.886320754717	0.0375	0.01875	0.05625	71.061025818
iter7_size80_ratio0	iter6_size80_ratio40	80	0.9375	0.7125	0.4	0.700584748478	0.707759900277	0.664068908942	0.746633657565	0.046875	-0.01875	0.1125	57.4043007814
iter7_size80_ratio0	iter6_size80_ratio45	80	0.9375	0.73125	0.45	0.826353372398	0.886880220839	0.849276338919	0.915530880113	0.034375	-0.03125	0.1	116.232972384
iter7_size80_ratio0	iter6_size80_ratio50	80	0.9375	0.6875	0.5	0.595172826541	0.62914370129	0.541735028712	0.703090941052	0.1	0.00625	0.19375	89.8124974012
iter7_size80_ratio0	iter6_size80_ratio55	80	0.9375	0.61875	0.55	0.531946998898	0.560183256616	0.541017227235	0.578767725302	0.075	-0.05	0.2	91.438193921
iter7_size80_ratio0	iter6_size80_ratio60	80	0.9375	0.6625	0.6	0.705960218254	0.731988343844	0.660374428689	0.790407828431	0.075	-0.0125	0.1625	92.5338601496
iter7_size80_ratio0	iter6_size80_ratio65	80	0.9375	0.675	0.65	0.504428707443	0.51303840007	0.486429157389	0.538696824095	0.153125	0.05	0.25625	131.501881225
iter7_size80_ratio0	iter6_size80_ratio70	80	0.9375	0.7125	0.7	0.623054216464	0.650765093371	0.527923942341	0.746935427165	0.13125	0.0875	0.175	99.6277190901
iter7_size80_ratio0	iter6_size80_ratio75	80	0.9375	0.63125	0.75	0.468826472504	0.512590564013	0.362601078167	0.636695769366	0.146875	0.05	0.24375	118.839718822
iter7_size80_ratio0	iter6_size80_ratio80	80	0.9375	0.6125	0.8	0.571420650506	0.558693276369	0.384603890777	0.694404078284	0.11875	0.025	0.2125	103.659240968
iter7_size80_ratio0	iter6_size80_ratio85	80	0.9375	0.51875	0.85	-0.000937192238299	-0.0212503803357	-0.0777012773936	0.0353363412633	0.16875	-0.01875	0.35625	140.128614722
iter7_size80_ratio0	iter6_size80_ratio90	80	0.9375	0.5875	0.9	0.330339471987	0.303230176719	0.198195242002	0.401379936716	0.140625	0.01875	0.2625	152.823429251
iter7_size80_ratio0	iter6_size80_ratio95	80	0.9375	0.50625	0.95	0.362420676401	0.37781905678	0.194497831947	0.535638110864	0.1375	-0.00625	0.28125	139.926406344
iter7_size80_ratio0	iter6_size80_ratio100	80	0.9375	0.59375	1.0	-0.0297642484077	-0.0693977241514	-0.188154810735	0.0513594281027	0.259375	0.09375	0.425	176.904631873
