"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015009199327",1186508,2205195,"PZ3.S85143EarPS3537.T48545E2","taggedsf|fuzzymatch","Stewart, George R.,","1895-1980.","Boston|Houghton Mifflin|1949",1949,1949,"mau",,,"NotFiction","Earth abides"
"uc1.$b302067",6534708,30119354,,"fuzzymatch","Morton, H. V. (Henry Vollam),","1892-1979.","London|Methuen & Co.|c1942",1942,1942,"enk",,,"Fiction","I, James Blunt, | $c: by H.V. Morton."
"uc1.$b348189",1441724,296850,"PZ1.C76094Be","taggedsf","Conklin, Groff,","1904-1968.","New York|Crown Publishers|1946",1946,1946,"nyu",,"Science fiction|Short stories","Short stories","The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr."
"osu.32435057545741",100824871,10831672,,"oclcid","Wellman, Manly Wade,","1903-1986.","New York|Popular Library|c1946.",1946,1946,"nyu",,,"NotFiction","The solar invasion"
"mdp.39015033397988",2967320,693013,"PZ3.W493St","fuzzymatch","Werfel, Franz,","1890-1945.","New York|Viking Press|1946.",1946,1946,"nyu",,,"Fiction","Star of the unborn, | $c: [by] Franz Werfel. Translated by Gustave O. Arlt."
"uc1.32106009743425",7108921,21313813,,"taggedsf","Heinlein, Robert A. (Robert Anson),","1907-1988","New York|Ballantine|1990, c1947",1949,1949,"nyu",,"Fiction|Mars (Planet)|Science fiction","Fiction","Red planet"
"uc1.$b799823",9952159,1635153,"PZ3.H7994","taggedsf","Hough, Donald,","1895-","New York|Duell, Sloan and Pearce|1946",1946,1946,"nyu",,"Science fiction, American","Fiction","The camelephamoose | $c: [by] Donald Hough."
"coo.31924014518710",9090012,966268,"PZ7.E7254Se","fuzzymatch","Erdman, Loula Grace.",,"New York|Toronto|Longmans, Green and co.|c1944",1944,1944,"nyu",,,"NotFiction","Separate star, | $c: by Loula Grace Erdman; decorations by Janice Holland."
"mdp.39015004760586",1397596,1532970,"PZ1.W683Pr","taggedsf","Wollheim, Donald A.",,"New York|The Viking press|1945.",1945,1945,"nyu",,"Science fiction","NotFiction","The portable novels of science,"
"uc1.$b102273",6601713,1277631,"PZ3.G28Li","oclcid","Gellhorn, Martha,","1908-1998.","New York|C. Scribner's Sons|1944.",1944,1944,"nyu",,,"NotFiction","Liana"
"uc1.b3184273",10041135,,,"fuzzymatch","Smith, E. E. (Edward Elmer),","1890-1965.","Reading, Pennsylvania|Fantasy Press|1948",0,1948,"  u",,,"UnknownGenre","Triplanetary : a tale of cosmic adventure"
"uc1.b3541070",1441724,296850,"PZ1.C76094Be","taggedsf","Conklin, Groff,","1904-1968.","New York|Crown Publishers|1946",1946,1946,"nyu",,"Science fiction|Short stories","Short stories","The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr."
"uc1.$b601378",434475,1371910,"PZ3.H1277Co","fuzzymatch","Haines, William Wister,","1908-1989.","Boston|Little, Brown and company|1947.",1947,1947,"mau",,"Fiction|World War, 1939-1945","Fiction","Command decision, | $c: by William Wister Haines ..."
"uc1.$b86033",6592693,4544468,,"fuzzymatch","Bond, Nelson Slade,","1908-","New York|Coward-McCann|1946",1946,1946,"nyu",,,"NotFiction","Mr. Mergenthwirker's lobblies and other fantastic tales"
"pst.000026522340",7057029,9603785,,"fuzzymatch","Van Vogt, A. E. (Alfred Elton),","1912-2000","New York|Berkley Books|1982, c1948.",1948,1948,"xxk",,,"NotFiction|Science fiction","The players of Null-A"
"mdp.39015062064459",479292,285634,"PZ4.H8675Os","fuzzymatch","Hoyle, Fred, Sir.",,"New York|Harper|1959",1959,,"nyu",,,"Fiction","Ossian's ride."
"pst.000032564310",7063340,25390557,,"fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Ballantine Books|1991], c1954.",1954,,"xxu",,,"NotFiction|Interplanetary voyages|Science fiction","Prelude to space"
"mdp.39076005189357",1370578,296771,"PZ1.W59Tr","taggedsf","Boucher, Anthony,","1911-1968.","Garden City, N.Y.|Doubleday|1959.",1959,,"nyu",,"Science fiction","Fiction","A treasury of great science fiction; | $c: edited by Anthony Boucher [pseud."
"inu.30000061597831",9254683,1063225,,"taggedsf","Bradbury, Ray,","1920-","New York|Doubleday|1959.",1959,,"nyu",,"Science fiction, American","Fiction","Twice twenty-two"
"mdp.39015029750877",644737,6620886,,"fuzzymatch","Hubbard, L. Ron (La Fayette Ron),","1911-1986.","New York|Ace Books|1954.",1954,,"nyu",,,"Fiction","Return to tomorrow"
"mdp.49015001218248",4504794,704458580,,"fuzzymatch","Wyndham, John,","1903-1969.","Harmondsworth, England|Penguin Books|1959, c1958.",1959,,"enk",,,"Fiction","The chrysalids"
"inu.30000005092410",6058733,280874,"PZ3","taggedsf","Asimov, Isaac,","1920-1992","Garden City, N.Y.|Doubleday|1963 [c1950",1950,,"nyu",,"Robots|Fiction|Science fiction, American","Fiction|Science fiction","I, Robot."
"mdp.39015056246211",3830135,18031882,,"taggedsf","Bester, Alfred.",,"New York|New American Library|c1958.",1958,,"nyu",,"Science fiction, American","Short stories","Starburst"
"mdp.39015008828157",205356,8603600,,"fuzzymatch","Vance, Jack,","1916-","New York|Pocket Books|1977 printing, c1950.",0,1950,"nyu",,,"Fiction","The dying earth"
"mdp.39015005749158",1031632,1298590,"PZ7.N82Gal 1959","fuzzymatch","Norton, Andre.",,"Cleveland|World Pub. Co.|1959",1959,,"ohu",,,"Fiction","Galactic derelict, | $c: by Andre Norton."
"uc1.32106001693032",5835778,798620,,"taggedsf",,,"New York|Simon & Schuster|c1952.",1952,1952,"   ",,"Science fiction","NotFiction","The Astounding science fiction anthology, | $c: selected and with an introduction by John W. Campbell, jr."
"uc1.b3545502",1370386,1596336,"PZ1.M482Bz","taggedsf","Merril, Judith,","1923-1997.","New York|Random House|1954",1954,,"nyu",,"Science fiction|Fantasy fiction","NotFiction","Beyond the barriers of space and time."
"pst.000024653916",7043389,229239320,"PS3515.E288R65 1977","taggedsf","Heinlein, Robert A. (Robert Anson),","1907-1988","New York|Ballantine Books|1977, c1952.",1952,,"xxu",,"Science fiction","NotFiction","The rolling stones"
"uc1.32106002091640",7122778,1362321,,"taggedsf","Bradbury, Ray,","1920-","Garden City, N.Y.|Doubleday|1953.",1953,,"nyu",,"Science fiction, American","NotFiction","The golden apples of the sun. | $c: Drawings by Joe Mugnaini."
"mdp.39015030945789",783462,5696157,,"taggedsf","Anderson, Poul,","1926-2001.","New York|Avon Books|1970, c1957|(1st Camelot printing, January 1970)",1957,,"nyu",,"Science fiction|Short stories","NotFiction","Earthman's burden"
"uc1.b3467600",6660929,1104963,"PZ3.T8Lo","oclcid","Tucker, Wilson,","1914-2006.","New York|Rinehart|1952",1952,,"nyu",,,"NotFiction","The long loud silence."
"osu.32435053573192",100824539,4699307,,"oclcid","Fischer, Leonard.",,"London|New York|New Stand Library|1950.",1950,,"enk",,,"Fiction","Let out the beast"
"uc1.b3347098",7926317,1471652,"PZ4.S525Co","fuzzymatch","Shafer, Robert Jones,","1915-","New York|Putnam|1954",1954,,"nyu",,,"NotFiction","The conquered place."
"uc1.$b312023",6541145,1023344,,"oclcid","Romains, Jules,","1885-1972.","London|Sidgwick and Jackson|1952",1952,1952,"enk",,,"Fiction","Tussles with time. | $c: Translated by Gerard Hopkins."
"mdp.39015018624778",628323,21115884,"PZ3.C551205Ex","fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Ballantine Books|c1953.",1953,,"nyu",,,"Fiction","Expedition to Earth : | eleven science-fiction stories"
"mdp.39015038917210",1031766,1535147,"PZ7.S6333Sp","taggedsf","Slobodkin, Louis,","1903-","New York|Macmillan|1952.",1952,,"nyu",,"Science fiction","Fiction","The space ship under the apple tree"
"pst.000029136407",1021269,373570,,"fuzzymatch","Vonnegut, Kurt.",,"New York|Delacorte Press|c1959].",1959,,"xx ",,,"NotFiction","The sirens of Titan."
"mdp.49015001037275",4486371,6309053,,"taggedsf","Asimov, Isaac,","1920-1992.","Garden City, N. Y.|Doubleday|c1952.",1952,,"nyu",,"Science fiction","Fiction","Foundation and empire"
"mdp.39015014136587",121931,1722173,,"fuzzymatch","Pohl, Frederik.",,"New York, N.Y.|Ballantine Books|1971, c1956|(1st printing, April, 1971)",1956,,"nyu",,,"Fiction","Undersea fleet"
"uc1.32106015120998",5417692,36084558,"PS3569.T875A6 1994","taggedsf","Sturgeon, Theodore",,"Berkeley, Calif.|North Atlantic Books|c1994-<c1997   >",0,1956,"cau","v.5","Science fiction, American","Fiction","The complete stories of Theodore Sturgeon"
"uc1.b4082361",1188317,1285218,"PR6045.H2M3","oclcid","(Terence Hanbury), White, T. H.","1906-1964.","New York|Putnam|c1957.",1957,,"nyu",,,"Fiction","The master : | an adventure story"
"mdp.39015002189283",391823,2830339,"PZ4.G63Lo2","fuzzymatch","Golding, William,","1911-1993.","New York|Coward-McCann|1955, c1954",1955,,"nyu",,,"Fiction","Lord of the flies, | a novel."
"mdp.49015000593328",4441462,7414882,,"fuzzymatch","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|New American Library|c1957.",1957,,"nyu",,,"Fiction","The door into summer"
"inu.39000002826803",6056174,3093029,"PZ1.B58Im","taggedsf","Bleiler, Everett Franklin,","1920-","New York|Farrar, Straus and Young|1952",1952,,"nyu",,"Science fiction","NotFiction","Imagination unlimited, | science-fiction and science, | $c: edited by Everett F. Bleiler and T. E. Dikty."
"mdp.39015029191478",2604234,25552231,"PS3569.I472A6 1992","taggedsf","Silverberg, Robert.",,"New York|Bantam Books|1992-",0,1957,"nyu","v.1","Science fiction, American","Bibliographies|Fiction","The collected stories of Robert Silverberg."
"mdp.49015001323824",4515591,21334927,"PS3551.S5A6 1990","taggedsf","Asimov, Isaac,","1920-1992.","New York|Doubleday|c1990-<c1992 >",0,1950,"nyu","v.1","Science fiction, American","Fiction","The complete stories of Asimov"
"uc1.$b119860",474701,280827,"PZ3.B72453Il","fuzzymatch","Bradbury, Ray,","1920-","Garden City, N.Y.|Doubleday|1951",1951,,"nyu",,,"Fiction","The illustrated man."
"mdp.39015008161781",1417930,3441758,,"fuzzymatch","Anderson, Poul,","1926-2001.","New York|Ace Books|c1958",1958,,"nyu",,,"UnknownGenre","War of the wing-men."
"mdp.39015000957574",1424929,6309053,,"fuzzymatch","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday|196-? c1952",1952,,"nyu",,,"UnknownGenre","Foundation and empire."
"mdp.39015002288721",660412,1214858,"PZ3.A8316St","fuzzymatch","Asimov, Isaac,","1920-1992.","Garden City, N. Y.|Doubleday|1951",1951,,"nyu",,,"Fiction","The stars, like dust."
"uc1.$b101738",6601357,3553350,"PZ4.M295Tw2","fuzzymatch","Mantley, John.",,"New York|Dutton|1957.",1957,,"nyu",,,"NotFiction","The 27th day."
"uc1.32106015121020",5417692,36084558,"PS3569.T875A6 1994","taggedsf","Sturgeon, Theodore",,"Berkeley, Calif.|North Atlantic Books|c1994-<c1997   >",0,1952,"cau","v.2","Science fiction, American","Fiction","The complete stories of Theodore Sturgeon"
"uc1.b4094525",6152151,1933095,"PZ3.H364Man","taggedsf","Heinlein, Robert A. (Robert Anson),","1907-1988.","Chicago|Shasta Publishers|1950",1950,,"ilu",,"Science fiction, American","Fiction","The man who sold the moon ; | Harriman and the escape from Earth to the Moon!"
"mdp.49015001393561",4523208,25552231,"PS3569.I472A6 1992","taggedsf","Silverberg, Robert.",,"New York|Bantam Books|1992-",0,1958,"nyu",,"Science fiction, American","Fiction|Bibliographies","The collected stories of Robert Silverberg."
"uc1.32106014483108",7133587,26386742,,"taggedsf","Leiber, Fritz,","1910-1992","S.l.|s.n.|19--",0,1958,"nyu",,"Science fiction, American","NotFiction","The big time"
"mdp.39015046832849",673612,6243722,"PZ4.P19Mi","fuzzymatch","Pangborn, Edgar,","1909-1976.","Garden City, N.Y.|Doubleday|1954.",1954,,"nyu",,,"Fiction","A mirror for observers."
"osu.32435053308334",100824443,5149935,,"oclcid","Christopher, John,","1922-2012.","New York|Avon|c1959.",1959,,"nyu",,,"NotFiction","Planet in peril"
"mdp.39015030718657",1187798,5128165,"PZ3.S93562WayPS3569.T875","taggedsf","Sturgeon, Theodore.",,"New York|Funk & Wagnalls|1955.",1955,,"nyu",,"Science fiction, American|Fantasy fiction, American","NotFiction","A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin."
"mdp.39015066050850",1187751,2339211,"PZ4.V948Pl","fuzzymatch","Vonnegut, Kurt.",,"New York|Scribner|1952.",1952,,"nyu",,,"NotFiction","Player piano."
"osu.32435057544645",100824864,1951385,,"taggedsf","Sutton, Jeff.",,"New York|Ace Books|1958.",1958,,"nyu",,"Science fiction","Science fiction|NotFiction","First on the moon"
"pst.000000187442",7032075,78492507,,"taggedsf","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Pyramid Books|c1953].",1953,,"xx ",,"Science fiction","NotFiction","Against the fall of night."
"osu.32435053307864",6813930,7378675,,"fuzzymatch","Campbell, John W., (John Wood), Jr.","1910-1971.","New York|Ace Books|c1953.",1953,,"nyu",,,"Fiction","The black star passes"
"mdp.39015014506805",1187795,3873455,"PZ3.S93562MoPS3569.T875","fuzzymatch","Sturgeon, Theodore.",,"New York|Farrar, Straus and Young|1953",1953,,"nyu",,,"NotFiction","More than human, | $c: by Theodore Sturgeon."
"uc1.b4094480",6152134,20878275,,"fuzzymatch","Wyndham, John,","1903-1969.","New York|Ballantine Books|c1957",1957,,"nyu",,,"Fiction","The Midwich cuckoos, | $c: by John Wyndham."
"mdp.39015014137973",329895,17426963,,"fuzzymatch","Leiber, Fritz,","1910-1992.","London|New English Library|1966, c1950.",1968,,"enk",,,"Fiction","Gather, darkness!"
"uc1.b2838670",7322177,36185,"PZ3.C592SmPS3505.L646","taggedsf","Clement, Hal,","1922-2003.","Garden City, N.Y.|Doubleday|1969.",1969,,"nyu",,"Science fiction, American","Fiction","Small changes"
"mdp.39076000903778",9905483,2298112,,"taggedsf",,,"New York|Doubleday|1965-1976.",1965,,"nyu","v.11","Science fiction|Science Fiction Writers of America","Fiction","Nebula award stories"
"mdp.39015035323578",1370404,160292,"PZ1.M838Sc","taggedsf","Moskowitz, Sam.",,"Cleveland|World Pub. Co.|1968",1968,,"ohu",,"Science fiction","Fiction","Science fiction by gaslight; | a history and anthology of science fiction in the popular magazines, 1891-1911, | $c: edited and with an introd. by Sam Moskowitz. Photography by Christine E. Haycock."
"mdp.39076000903760",9905483,2298112,,"taggedsf",,,"New York|Doubleday|1965-1976.",1965,,"nyu","v.10","Science fiction|Science Fiction Writers of America","Fiction","Nebula award stories"
"pst.000003806074",7492679,24790039,,"taggedsf|fuzzymatch","Mills, Robert P.,",,"New York|Paperback Library|1970, c1963].",1963,,"xx ",,,"NotFiction|Science fiction","The worlds of science fiction."
"mdp.39015014136595",566354,17968811,,"fuzzymatch","Pohl, Frederik.",,"New York [N.Y.|Ballentine Books|c1960.",1960,,"nyu",,,"Fiction","Drunkard's walk"
"uc1.32106002114343",7126744,1933091,,"taggedsf","Heinlein, Robert A. (Robert Anson),","1907-1988","London|Dennis Dobson|1965, c1964",1964,,"   ",,"Science fiction","NotFiction","Farnham's freehold; | $c: a novel by Robert A. Heinlein."
"mdp.39015052467530",3520987,37684048,,"taggedsf","Le Guin, Ursula K.,","1929-","New York|Walker|c1969.",1969,,"nyu",,"Science fiction","Fiction","The left hand of darkness"
"mdp.39015010450529",782881,179684,,"fuzzymatch","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|Putnam ; distributed by Berkley Publishing Corp.|1968, c1966.",1966,,"nyu",,,"Fiction","The moon is a harsh mistress"
"mdp.39015021919876",435038,652691,,"fuzzymatch","Hartley, L. P. (Leslie Poles),","1895-1972.","London|H. Hamilton|1960",1960,,"enk",,,"NotFiction","Facial justice."
"uc1.b3473021",6662078,6017,"PZ1.H247BfPS659","taggedsf","Harrison, Harry,","1925-","New York|Putnam|1969",1969,,"nyu",,"Science fiction","Fiction","Best SF: 1968. | $c: Edited by Harry Harrison and Brian W. Aldiss."
"uc1.$b785374",9519533,8700445,,"fuzzymatch","Joseph, M. K.",,"London|Gollancz|1967.",1967,,"enk",,,"NotFiction","The hole in the zero:"
"mdp.39015064103032",5228670,7408901,,"taggedsf",,,"New York|Belmont|1964.",1964,,"nyu",,"Horror tales, American|Science fiction, American","Short stories","Things"
"mdp.39015005888147",206087,56278362,,"fuzzymatch","Pohl, Frederik.",,"New York|Pocket Books|1977, c1969|(1st Pocket Books printing, December, 1977)",1969,,"nyu",,,"Fiction","The Starchild trilogy"
"uc1.b2849235",7360725,28374,"PZ4.K63Oh3PS3561.L257","taggedsf","Tenn, William,","1920-","New York|Walker|1969, c1968",1968,,"nyu",,"Science fiction, American","Fiction","Of men and monsters | $c: [by] William Tenn."
"osu.32435053363990",100824618,12568566,,"oclcid","Leinster, Murray,","1896-1975.","New York, N.Y.|Berkley Pub. Corp.|1960.",1960,,"nyu",,,"Fiction","The aliens"
"mdp.39015016450234",120344,1728952,"PZ4.B89Sq","fuzzymatch","Brunner, John,","1934-1995.","New York|Ballantine Books|1965|(1st printing, December, 1965)",1965,,"nyu",,,"Fiction","The squares of the city"
"mdp.39015008199468",660549,34633,"PZ4.A549SatPS3551.N378","fuzzymatch","Anderson, Poul,","1926-2001.","Garden City, N.Y.|Doubleday|1969.",1969,,"nyu",,,"Fiction","Satan's world."
"mdp.39015029412296",322907,6585225,,"taggedsf",,,"New York, N.Y.|Berkley|1969.",1969,,"nyu",,"Science fiction, American","UnknownGenre","The best SF stories from New Worlds,#2."
"inu.30000029816976",7592410,22339299,,"taggedsf","Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990-",0,1962,"nyu","v. 1","Science fiction, American","Fiction","The collected stories of Philip K. Dick"
"mdp.39015005899052",1424979,2217963,,"fuzzymatch","Blish, James.",,"New York|Bantam Books|1967",1967,,"nyu",,,"UnknownGenre","Star trek. | Based on the exciting new NBC-TV series created by Gene Roddenberry."
"mdp.39076000903745",9905483,2298112,,"taggedsf",,,"New York|Doubleday|1965-1976.",1965,,"nyu","v.8","Science fiction|Science Fiction Writers of America","Fiction","Nebula award stories"
"uc1.b3435509",6294370,7725503,,"fuzzymatch","Christopher, John,","1922-","London|Eyre & Spottiswoode|1962.",1962,,"enk",,,"Fiction","The world in winter"
"mdp.39015030710662",122693,33356,"PZ4.P748Ag3PS3566.O36","fuzzymatch","Pohl, Frederik.",,"New York|Ballantine Books|1969|(1st Balantine printing, October, 1969)",1969,,"nyu",,,"Fiction","The age of the pussyfoot."
"mdp.39015020680917",1185693,6636356,"PZ3.S5884Way 1976PS3537.I54","fuzzymatch","Simak, Clifford D.,","1904-1988.","Garden City, N.Y.|Doubleday|1963.",1963,,"nyu",,,"Fiction","Way station"
"mdp.39015008724802",1370387,2581579,"PZ1.M482S","taggedsf","Merril, Judith,","1923-1997.","New York|Delacorte Press|1967",1967,,"nyu",,"Science fiction","Fiction","SF; the best of the best."
"mdp.39015016446950",668672,7146734,,"fuzzymatch","Cooper, Edmund,","1926-1982.","New York|Putnam|c1968",1968,,"nyu",,,"Fiction","Five to twelve."
"mdp.39015003922005",434734,604321,"PZ3.H364St","fuzzymatch","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|Putnam|1961",1961,,"nyu",,,"Fiction","Stranger in a strange land."
"uc1.b4095618",6152411,2937106,,"fuzzymatch","Hoyle, Fred, Sir.",,"London|Heinemann|1963",1963,,"enk",,,"Fiction","Fifth planet"
"mdp.39015056814455",3849956,1084438,"PZ1.M273De","taggedsf",,,"Garden City, N.Y.|Doubleday|c1960.",1960,,"nyu",,"Fantasy fiction|Science fiction","Fiction","A decade of Fantasy and science fiction"
"uc1.b4931266",591439,233732,,"taggedsf","Laumer, Keith,","1925-1993","Garden City, N.Y.|Doubleday|c1966.",1966,,"   ",,"Science fiction","NotFiction","Earthblood | $c: by Keith Laumer and Rosel George Brown."
"mdp.39015014137635",121243,2057284,,"fuzzymatch","Reynolds, Mack.",,"New York|Pyramid Books|1963.",1963,,"nyu",,,"Fiction","The earth war"
"osu.32435053306007",5826345,2216440,,"taggedsf","Brown, Rosel George.",,"New York|Ballantine Books|c1963.",1963,,"nyu",,"Science fiction, American","Fiction","A handful of time"
"mdp.39015010321076",439251,1286103,"PZ4.D2565Ps2","fuzzymatch","Davies, L. P. (Leslie Purnell)",,"Garden City, N.Y.|Doubleday|1967.",1967,,"nyu",,,"NotFiction","Psychogeist | $c: [by] L. P. Davies."
"osu.32435053311874",5811663,3263344,,"fuzzymatch","Harrison, Harry,","1925-","New York|Bantam Books|c1962.",1962,,"nyu",,,"Fiction","Planet of the damned"
"mdp.39015050556565",437619,284926,,"fuzzymatch","Hersey, John,","1914-1993","New York|A. A. Knopf|1965.",1965,,"nyu",,,"Fiction","White lotus | $c: [by] John Hersey."
"pst.000044217853",12257747,35949597,"PR6052.U638C5 1962","fuzzymatch","Burgess, Anthony,","1917-1993","Cutchogue, N.Y.|Buccaneer Books|c1962.",1962,,"xxu",,,"Science fiction|NotFiction","A clockwork orange"
"mdp.39015005896660",100033853,352679,"PZ1.P745Sp","taggedsf","Pohl, Frederik,",,"Garden City, N.Y.|Doubleday|1960.",1960,,"nyu",,"Science fiction","Fiction","Star of stars."
"mdp.39015016466511",783958,2419763,,"taggedsf","Aldiss, Brian Wilson,","1925-","New York|New American Library|c1964.",1964,,"nyu",,"Science fiction","NotFiction","The dark light-years"
"uc1.$b401402",9382411,1275880,"PZ4.C133Mar","oclcid","Caidin, Martin,","1927-1997.","New York|Dutton|1964.",1964,,"nyu",,,"Fiction","Marooned, | a novel."
"mdp.39015001430548",1015250,161630,"PZ3.B23965IcPQ2603.A435","fuzzymatch","Barjavel, René,","1911-","London|Hart-Davis|1970.",1970,,"enk",,,"Fiction","The ice people; | $c: translated from the French by Charles Lam Markmann."
"uc1.b4381878",9511883,1981768,,"taggedsf","Gunn, James E.,","1923-","New York|Scribner|1975",1975,,"nyu",,"Science fiction, American","Fiction","The end of the dreams : | three short novels about space, happiness, and immortality"
"mdp.39015058074553",1441706,715072,"PS648.S5C37 1977","fuzzymatch",,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,"nyu","v.5","Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American","Short stories","Flashing swords!"
"mdp.39015011886184",204379,6525597,,"fuzzymatch","Van Vogt, A. E. (Alfred Elton),","1912-2000.","New York|Pocket Books|1979, c1953",1979,,"nyu",,,"Fiction","The universe maker"
"mdp.39015033871693",92191,3627857,"PZ4.A549HrPS3551.N378","taggedsf","Anderson, Poul,","1926-2001.","Boston|Gregg Press|1978.",1978,,"mau",,"Science fiction, American","Fiction","The horn of time"
"mdp.49015002601962",4543506,1174683,"PZ4.T569FadPR6070.I38","oclcid","Tilley, Patrick.",,"New York|Morrow|1975.",1975,,"nyu",,,"Fiction|Science fiction","Fade-out"
"mdp.39015019169294",783460,3207087,"PZ3.L5293Sw4PS3523.E4583","fuzzymatch","Leiber, Fritz,","1910-1992.","London|Mayflower|1970.",1970,,"enk",,,"Fiction","The swords of Lankhmar."
